Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Month_Number,Quarter,Week,Day
7,2010-03-19,574450.23,No,29.04,2.692,189.734262,9.014,2010,March,3,Q1,11,19
7,2010-03-26,514731.6,No,23.33,2.717,189.7195417,9.014,2010,March,3,Q1,12,26
7,2010-02-04,561145.14,No,38.26,2.725,189.7048215,8.963,2010,February,2,Q1,5,4
7,2010-09-04,484263.25,No,33.79,2.75,189.6901012,8.963,2010,September,9,Q3,35,4
7,2010-04-16,406228.19,No,41.89,2.765,189.6628845,8.963,2010,April,4,Q2,15,16
7,2010-04-23,404751.25,No,43.07,2.776,189.6190057,8.963,2010,April,4,Q2,16,23
7,2010-04-30,373655.61,No,38.99,2.766,189.575127,8.963,2010,April,4,Q2,17,30
7,2010-07-05,395453.83,No,40.07,2.771,189.5312483,8.963,2010,July,7,Q3,27,5
7,2010-05-14,372673.61,No,41.41,2.788,189.4904116,8.963,2010,May,5,Q2,19,14
7,2010-05-21,395195.65,No,46.6,2.776,189.467827,8.963,2010,May,5,Q2,20,21
7,2010-05-28,442734.55,No,54.24,2.737,189.4452425,8.963,2010,May,5,Q2,21,28
7,2010-04-06,509183.22,No,53.63,2.7,189.422658,8.963,2010,April,4,Q2,14,6
7,2010-11-06,498580.87,No,63.59,2.684,189.4000734,8.963,2010,November,11,Q4,44,6
7,2010-06-18,481144.09,No,52.7,2.674,189.4185259,8.963,2010,June,6,Q2,24,18
7,2010-06-25,553714.87,No,59.94,2.715,189.4533931,8.963,2010,June,6,Q2,25,25
7,2010-02-07,575570.77,No,61.31,2.728,189.4882603,9.017,2010,February,2,Q1,5,7
7,2010-09-07,593462.34,No,58.0,2.711,189.5231276,9.017,2010,September,9,Q3,36,7
7,2010-07-16,557166.35,No,62.19,2.699,189.6125456,9.017,2010,July,7,Q3,28,16
7,2010-07-23,570231.21,No,64.64,2.691,189.774698,9.017,2010,July,7,Q3,29,23
7,2010-07-30,603547.16,No,66.07,2.69,189.9368504,9.017,2010,July,7,Q3,30,30
7,2010-06-08,643854.17,No,61.7,2.69,190.0990028,9.017,2010,June,6,Q2,23,8
7,2010-08-13,598185.4,No,60.13,2.723,190.2611552,9.017,2010,August,8,Q3,32,13
7,2010-08-20,582353.17,No,59.59,2.732,190.2948237,9.017,2010,August,8,Q3,33,20
7,2010-08-27,554309.24,No,57.57,2.731,190.3284922,9.017,2010,August,8,Q3,34,27
7,2010-03-09,532765.05,No,49.84,2.773,190.3621607,9.017,2010,March,3,Q1,10,9
7,2010-10-09,535769.32,Yes,48.5,2.78,190.3958293,9.017,2010,October,10,Q4,40,9
7,2010-09-17,489408.53,No,48.56,2.8,190.4688287,9.017,2010,September,9,Q3,37,17
7,2010-09-24,488008.83,No,47.55,2.793,190.5713264,9.017,2010,September,9,Q3,38,24
7,2010-01-10,448998.73,No,49.99,2.759,190.6738241,9.137,2010,January,1,Q1,1,10
7,2010-08-10,480239.88,No,44.13,2.745,190.7763218,9.137,2010,August,8,Q3,32,10
7,2010-10-15,463370.48,No,35.86,2.762,190.8623087,9.137,2010,October,10,Q4,41,15
7,2010-10-22,472450.81,No,36.84,2.762,190.9070184,9.137,2010,October,10,Q4,42,22
7,2010-10-29,465493.15,No,34.78,2.748,190.951728,9.137,2010,October,10,Q4,43,29
7,2010-05-11,480512.44,No,49.44,2.729,190.9964377,9.137,2010,May,5,Q2,19,11
7,2010-12-11,507584.29,No,22.12,2.737,191.0411474,9.137,2010,December,12,Q4,49,11
7,2010-11-19,482528.36,No,25.56,2.758,191.0312172,9.137,2010,November,11,Q4,46,19
7,2010-11-26,835189.26,Yes,17.95,2.742,191.0121805,9.137,2010,November,11,Q4,47,26
7,2010-03-12,552811.62,No,21.88,2.712,190.9931437,9.137,2010,March,3,Q1,10,12
7,2010-10-12,599730.07,No,24.24,2.728,190.9741069,9.137,2010,October,10,Q4,41,12
7,2010-12-17,716388.81,No,20.74,2.778,191.0303376,9.137,2010,December,12,Q4,50,17
7,2010-12-24,1045124.88,No,26.04,2.781,191.1430189,9.137,2010,December,12,Q4,51,24
7,2010-12-31,729572.08,Yes,13.76,2.829,191.2557002,9.137,2010,December,12,Q4,52,31
7,2011-07-01,661163.94,No,10.09,2.882,191.3683815,8.818,2011,July,7,Q3,26,1
7,2011-01-14,547384.9,No,11.32,2.911,191.4784939,8.818,2011,January,1,Q1,2,14
7,2011-01-21,521539.46,No,25.4,2.973,191.5731924,8.818,2011,January,1,Q1,3,21
7,2011-01-28,513372.17,No,10.11,3.008,191.667891,8.818,2011,January,1,Q1,4,28
7,2011-04-02,558027.77,No,-2.06,3.011,191.7625895,8.818,2011,April,4,Q2,13,2
7,2011-11-02,559903.13,Yes,10.24,3.037,191.8572881,8.818,2011,November,11,Q4,44,2
7,2011-02-18,572387.47,No,17.3,3.051,191.9178331,8.818,2011,February,2,Q1,7,18
7,2011-02-25,546690.84,No,17.46,3.101,191.9647167,8.818,2011,February,2,Q1,8,25
7,2011-04-03,551378.39,No,21.84,3.232,192.0116004,8.818,2011,April,4,Q2,13,3
7,2011-11-03,558963.83,No,20.7,3.372,192.058484,8.818,2011,November,11,Q4,44,3
7,2011-03-18,635014.69,No,27.69,3.406,192.1237981,8.818,2011,March,3,Q1,11,18
7,2011-03-25,559061.58,No,25.69,3.414,192.1964844,8.818,2011,March,3,Q1,12,25
7,2011-01-04,513409.67,No,24.83,3.461,192.2691707,8.595,2011,January,1,Q1,1,4
7,2011-08-04,500552.16,No,30.64,3.532,192.3418571,8.595,2011,August,8,Q3,31,4
7,2011-04-15,423380.14,No,27.79,3.611,192.4225954,8.595,2011,April,4,Q2,15,15
7,2011-04-22,466594.89,No,31.84,3.636,192.5234638,8.595,2011,April,4,Q2,16,22
7,2011-04-29,410429.73,No,26.79,3.663,192.6243322,8.595,2011,April,4,Q2,17,29
7,2011-06-05,407012.47,No,26.54,3.735,192.7252006,8.595,2011,June,6,Q2,22,5
7,2011-05-13,414094.05,No,36.61,3.767,192.826069,8.595,2011,May,5,Q2,19,13
7,2011-05-20,424670.98,No,36.16,3.828,192.831317,8.595,2011,May,5,Q2,20,20
7,2011-05-27,457216.87,No,37.51,3.795,192.8365651,8.595,2011,May,5,Q2,21,27
7,2011-03-06,542295.37,No,45.77,3.763,192.8418131,8.595,2011,March,3,Q1,9,6
7,2011-10-06,621099.95,No,53.3,3.735,192.8470612,8.595,2011,October,10,Q4,40,6
7,2011-06-17,610991.35,No,48.79,3.697,192.9034759,8.595,2011,June,6,Q2,24,17
7,2011-06-24,640043.97,No,46.85,3.661,192.9982655,8.595,2011,June,6,Q2,25,24
7,2011-01-07,704344.21,No,58.54,3.597,193.0930552,8.622,2011,January,1,Q1,1,7
7,2011-08-07,761793.94,No,59.08,3.54,193.1878448,8.622,2011,August,8,Q3,31,7
7,2011-07-15,642748.21,No,54.37,3.532,193.3125484,8.622,2011,July,7,Q3,28,15
7,2011-07-22,688043.96,No,56.22,3.545,193.5120367,8.622,2011,July,7,Q3,29,22
7,2011-07-29,653382.62,No,56.66,3.547,193.711525,8.622,2011,July,7,Q3,30,29
7,2011-05-08,695392.84,No,55.91,3.554,193.9110133,8.622,2011,May,5,Q2,18,8
7,2011-12-08,670670.46,No,54.56,3.542,194.1105017,8.622,2011,December,12,Q4,49,8
7,2011-08-19,645156.21,No,56.06,3.499,194.2500634,8.622,2011,August,8,Q3,33,19
7,2011-08-26,629994.47,No,57.6,3.485,194.3796374,8.622,2011,August,8,Q3,34,26
7,2011-02-09,592355.24,No,53.4,3.511,194.5092113,8.622,2011,February,2,Q1,6,9
7,2011-09-09,613135.23,Yes,45.61,3.566,194.6387853,8.622,2011,September,9,Q3,36,9
7,2011-09-16,558981.45,No,43.67,3.596,194.7419707,8.622,2011,September,9,Q3,37,16
7,2011-09-23,536144.81,No,43.67,3.581,194.8099713,8.622,2011,September,9,Q3,38,23
7,2011-09-30,488880.26,No,47.34,3.538,194.8779718,8.622,2011,September,9,Q3,39,30
7,2011-07-10,525866.36,No,40.65,3.498,194.9459724,8.513,2011,July,7,Q3,27,10
7,2011-10-14,501959.19,No,32.65,3.491,195.0261012,8.513,2011,October,10,Q4,41,14
7,2011-10-21,558691.43,No,37.49,3.548,195.1789994,8.513,2011,October,10,Q4,42,21
7,2011-10-28,527339.52,No,28.82,3.55,195.3318977,8.513,2011,October,10,Q4,43,28
7,2011-04-11,564536.01,No,23.41,3.527,195.4847959,8.513,2011,April,4,Q2,15,11
7,2011-11-11,556015.59,No,19.53,3.505,195.6376941,8.513,2011,November,11,Q4,45,11
7,2011-11-18,539826.56,No,29.53,3.479,195.7184713,8.513,2011,November,11,Q4,46,18
7,2011-11-25,949075.87,Yes,27.6,3.424,195.7704,8.513,2011,November,11,Q4,47,25
7,2011-02-12,591907.88,No,20.38,3.378,195.8223287,8.513,2011,February,2,Q1,6,12
7,2011-09-12,653845.45,No,11.17,3.331,195.8742575,8.513,2011,September,9,Q3,37,12
7,2011-12-16,720242.19,No,15.2,3.266,195.9841685,8.513,2011,December,12,Q4,50,16
7,2011-12-23,1059715.27,No,12.19,3.173,196.1713893,8.513,2011,December,12,Q4,51,23
7,2011-12-30,815915.52,Yes,15.56,3.119,196.3586101,8.513,2011,December,12,Q4,52,30
7,2012-06-01,713117.66,No,18.67,3.095,196.5458309,8.256,2012,June,6,Q2,22,1
7,2012-01-13,593875.46,No,7.46,3.077,196.7330517,8.256,2012,January,1,Q1,2,13
7,2012-01-20,578002.85,No,27.41,3.055,196.7796652,8.256,2012,January,1,Q1,3,20
7,2012-01-27,541037.98,No,26.9,3.038,196.8262786,8.256,2012,January,1,Q1,4,27
7,2012-03-02,580453.32,No,22.2,3.031,196.8728921,8.256,2012,March,3,Q1,9,2
7,2012-10-02,563460.77,Yes,18.79,3.103,196.9195056,8.256,2012,October,10,Q4,40,2
7,2012-02-17,620908.18,No,27.03,3.113,196.9432711,8.256,2012,February,2,Q1,7,17
7,2012-02-24,603041.14,No,24.41,3.129,196.9499007,8.256,2012,February,2,Q1,8,24
7,2012-02-03,551058.13,No,21.64,3.191,196.9565303,8.256,2012,February,2,Q1,5,3
7,2012-09-03,579166.5,No,30.1,3.286,196.9631599,8.256,2012,September,9,Q3,36,3
7,2012-03-16,669205.73,No,37.29,3.486,197.0457208,8.256,2012,March,3,Q1,11,16
7,2012-03-23,615997.29,No,35.06,3.664,197.2295234,8.256,2012,March,3,Q1,12,23
7,2012-03-30,583322.2,No,44.99,3.75,197.4133259,8.256,2012,March,3,Q1,13,30
7,2012-06-04,621425.98,No,44.29,3.854,197.5971285,8.09,2012,June,6,Q2,23,4
7,2012-04-13,517420.23,No,41.43,3.901,197.780931,8.09,2012,April,4,Q2,15,13
7,2012-04-20,457340.06,No,39.3,3.936,197.7227385,8.09,2012,April,4,Q2,16,20
7,2012-04-27,467827.75,No,51.49,3.927,197.664546,8.09,2012,April,4,Q2,17,27
7,2012-04-05,465198.89,No,45.38,3.903,197.6063534,8.09,2012,April,4,Q2,14,5
7,2012-11-05,460397.41,No,48.54,3.87,197.5481609,8.09,2012,November,11,Q4,45,5
7,2012-05-18,468428.3,No,49.41,3.837,197.5553137,8.09,2012,May,5,Q2,20,18
7,2012-05-25,532739.77,No,50.6,3.804,197.5886046,8.09,2012,May,5,Q2,21,25
7,2012-01-06,598495.02,No,55.06,3.764,197.6218954,8.09,2012,January,1,Q1,1,6
7,2012-08-06,642963.75,No,63.07,3.741,197.6551863,8.09,2012,August,8,Q3,32,6
7,2012-06-15,666942.02,No,59.33,3.723,197.692292,8.09,2012,June,6,Q2,24,15
7,2012-06-22,687344.68,No,63.69,3.735,197.7389345,8.09,2012,June,6,Q2,25,22
7,2012-06-29,704335.41,No,68.84,3.693,197.785577,8.09,2012,June,6,Q2,26,29
7,2012-06-07,805642.61,No,64.67,3.646,197.8322195,7.872,2012,June,6,Q2,23,7
7,2012-07-13,694150.89,No,64.21,3.613,197.8788621,7.872,2012,July,7,Q3,28,13
7,2012-07-20,686345.69,No,62.87,3.585,197.9290378,7.872,2012,July,7,Q3,29,20
7,2012-07-27,686365.4,No,64.6,3.57,197.9792136,7.872,2012,July,7,Q3,30,27
7,2012-03-08,680954.81,No,61.83,3.528,198.0293893,7.872,2012,March,3,Q1,10,8
7,2012-10-08,675926.3,No,63.41,3.509,198.0795651,7.872,2012,October,10,Q4,41,8
7,2012-08-17,642450.4,No,59.66,3.545,198.1001057,7.872,2012,August,8,Q3,33,17
7,2012-08-24,609099.37,No,59.27,3.558,198.0984199,7.872,2012,August,8,Q3,34,24
7,2012-08-31,586467.16,No,60.46,3.556,198.0967341,7.872,2012,August,8,Q3,35,31
7,2012-07-09,597876.55,Yes,57.84,3.596,198.0950484,7.872,2012,July,7,Q3,28,9
7,2012-09-14,541120.2,No,53.66,3.659,198.1267184,7.872,2012,September,9,Q3,37,14
7,2012-09-21,530842.25,No,51.77,3.765,198.358523,7.872,2012,September,9,Q3,38,21
7,2012-09-28,525545.76,No,50.64,3.789,198.5903276,7.872,2012,September,9,Q3,39,28
7,2012-05-10,505830.56,No,48.43,3.779,198.8221322,7.557,2012,May,5,Q2,19,10
7,2012-12-10,503463.93,No,41.43,3.76,199.0539368,7.557,2012,December,12,Q4,50,10
7,2012-10-19,516424.83,No,43.01,3.75,199.1481963,7.557,2012,October,10,Q4,42,19
7,2012-10-26,495543.28,No,42.53,3.686,199.2195317,7.557,2012,October,10,Q4,43,26
8,2010-05-02,1004137.09,No,34.14,2.572,214.4714512,6.299,2010,May,5,Q2,17,2
8,2010-12-02,994801.4,Yes,33.34,2.548,214.6214189,6.299,2010,December,12,Q4,48,2
8,2010-02-19,963960.37,No,39.1,2.514,214.6664878,6.299,2010,February,2,Q1,7,19
8,2010-02-26,847592.11,No,37.91,2.561,214.6940735,6.299,2010,February,2,Q1,8,26
8,2010-05-03,881503.95,No,45.64,2.625,214.7216592,6.299,2010,May,5,Q2,18,3
8,2010-12-03,860336.16,No,49.76,2.667,214.7492449,6.299,2010,December,12,Q4,48,3
8,2010-03-19,839911.0,No,47.26,2.72,214.5764954,6.299,2010,March,3,Q1,11,19
8,2010-03-26,772539.12,No,46.51,2.732,214.3703567,6.299,2010,March,3,Q1,12,26
8,2010-02-04,914500.91,No,60.18,2.719,214.164218,6.29,2010,February,2,Q1,5,4
8,2010-09-04,916033.92,No,59.25,2.77,213.9580793,6.29,2010,September,9,Q3,35,4
8,2010-04-16,882917.12,No,62.66,2.808,213.8186357,6.29,2010,April,4,Q2,15,16
8,2010-04-23,850440.26,No,56.1,2.795,213.768119,6.29,2010,April,4,Q2,16,23
8,2010-04-30,778672.64,No,61.01,2.78,213.7176024,6.29,2010,April,4,Q2,17,30
8,2010-07-05,916820.96,No,62.68,2.835,213.6670857,6.29,2010,July,7,Q3,27,5
8,2010-05-14,873337.84,No,61.35,2.854,213.6655355,6.29,2010,May,5,Q2,19,14
8,2010-05-21,818333.21,No,66.03,2.826,213.9577839,6.29,2010,May,5,Q2,20,21
8,2010-05-28,868041.56,No,74.71,2.759,214.2500323,6.29,2010,May,5,Q2,21,28
8,2010-04-06,958225.41,No,75.71,2.705,214.5422806,6.29,2010,April,4,Q2,14,6
8,2010-11-06,914835.86,No,82.21,2.668,214.834529,6.29,2010,November,11,Q4,44,6
8,2010-06-18,869922.56,No,78.79,2.637,214.8324452,6.29,2010,June,6,Q2,24,18
8,2010-06-25,814919.11,No,81.78,2.653,214.7126286,6.29,2010,June,6,Q2,25,25
8,2010-02-07,852333.75,No,74.78,2.669,214.5928119,6.315,2010,February,2,Q1,5,7
8,2010-09-07,845289.77,No,72.49,2.642,214.4729952,6.315,2010,September,9,Q3,36,7
8,2010-07-16,848630.57,No,77.49,2.623,214.4640599,6.315,2010,July,7,Q3,28,16
8,2010-07-23,785515.88,No,78.29,2.608,214.6029664,6.315,2010,July,7,Q3,29,23
8,2010-07-30,787295.09,No,76.02,2.64,214.7418728,6.315,2010,July,7,Q3,30,30
8,2010-06-08,893399.77,No,80.37,2.627,214.8807793,6.315,2010,June,6,Q2,23,8
8,2010-08-13,867919.21,No,80.11,2.692,215.0196857,6.315,2010,August,8,Q3,32,13
8,2010-08-20,870676.44,No,79.36,2.664,214.9779825,6.315,2010,August,8,Q3,33,20
8,2010-08-27,888816.78,No,74.92,2.619,214.9362793,6.315,2010,August,8,Q3,34,27
8,2010-03-09,899036.47,No,76.14,2.577,214.894576,6.315,2010,March,3,Q1,10,9
8,2010-10-09,831425.2,Yes,74.34,2.565,214.8528728,6.315,2010,October,10,Q4,40,9
8,2010-09-17,836707.85,No,75.32,2.582,214.8785562,6.315,2010,September,9,Q3,37,17
8,2010-09-24,773725.08,No,72.21,2.624,214.9547795,6.315,2010,September,9,Q3,38,24
8,2010-01-10,804105.49,No,68.7,2.603,215.0310029,6.433,2010,January,1,Q1,1,10
8,2010-08-10,870349.86,No,62.94,2.633,215.1072262,6.433,2010,August,8,Q3,32,10
8,2010-10-15,826546.96,No,62.59,2.72,215.1757,6.433,2010,October,10,Q4,41,15
8,2010-10-22,836419.14,No,62.86,2.725,215.2248,6.433,2010,October,10,Q4,42,22
8,2010-10-29,830756.76,No,57.93,2.716,215.2739,6.433,2010,October,10,Q4,43,29
8,2010-05-11,927266.34,No,55.76,2.689,215.323,6.433,2010,May,5,Q2,19,11
8,2010-12-11,911538.98,No,54.89,2.728,215.3721,6.433,2010,December,12,Q4,49,11
8,2010-11-19,885608.04,No,43.86,2.771,215.2538714,6.433,2010,November,11,Q4,46,19
8,2010-11-26,1261693.16,Yes,51.07,2.735,215.1077548,6.433,2010,November,11,Q4,47,26
8,2010-03-12,952766.93,No,42.85,2.708,214.9616381,6.433,2010,March,3,Q1,10,12
8,2010-10-12,1069061.63,No,42.47,2.843,214.8155214,6.433,2010,October,10,Q4,41,12
8,2010-12-17,1220579.55,No,45.03,2.869,214.7510843,6.433,2010,December,12,Q4,50,17
8,2010-12-24,1511641.09,No,45.67,2.886,214.7479069,6.433,2010,December,12,Q4,51,24
8,2010-12-31,773586.49,Yes,41.47,2.943,214.7447295,6.433,2010,December,12,Q4,52,31
8,2011-07-01,873065.23,No,35.77,2.976,214.7415521,6.262,2011,July,7,Q3,26,1
8,2011-01-14,809646.66,No,31.62,2.983,214.7930991,6.262,2011,January,1,Q1,2,14
8,2011-01-21,822668.23,No,42.06,3.016,215.1729926,6.262,2011,January,1,Q1,3,21
8,2011-01-28,782256.66,No,39.26,3.01,215.5528862,6.262,2011,January,1,Q1,4,28
8,2011-04-02,944594.78,No,24.48,2.989,215.9327797,6.262,2011,April,4,Q2,13,2
8,2011-11-02,996147.39,Yes,28.26,3.022,216.3126733,6.262,2011,November,11,Q4,44,2
8,2011-02-18,1065108.64,No,50.64,3.045,216.6310383,6.262,2011,February,2,Q1,7,18
8,2011-02-25,917317.15,No,51.29,3.065,216.9247918,6.262,2011,February,2,Q1,8,25
8,2011-04-03,935266.43,No,53.18,3.288,217.2185454,6.262,2011,April,4,Q2,13,3
8,2011-11-03,900387.29,No,49.14,3.459,217.512299,6.262,2011,November,11,Q4,44,3
8,2011-03-18,898289.14,No,56.68,3.488,217.7705442,6.262,2011,March,3,Q1,11,18
8,2011-03-25,827968.36,No,59.74,3.473,218.0145862,6.262,2011,March,3,Q1,12,25
8,2011-01-04,878762.3,No,49.86,3.524,218.2586281,6.297,2011,January,1,Q1,1,4
8,2011-08-04,949825.83,No,65.62,3.622,218.50267,6.297,2011,August,8,Q3,31,4
8,2011-04-15,908278.74,No,63.55,3.743,218.7262524,6.297,2011,April,4,Q2,15,15
8,2011-04-22,937473.13,No,65.11,3.807,218.8986857,6.297,2011,April,4,Q2,16,22
8,2011-04-29,855014.77,No,62.29,3.81,219.071119,6.297,2011,April,4,Q2,17,29
8,2011-06-05,941457.34,No,58.92,3.906,219.2435524,6.297,2011,June,6,Q2,22,5
8,2011-05-13,895763.41,No,72.96,3.899,219.4159857,6.297,2011,May,5,Q2,19,13
8,2011-05-20,836049.89,No,65.54,3.907,219.1746922,6.297,2011,May,5,Q2,20,20
8,2011-05-27,857939.41,No,73.14,3.786,218.9333986,6.297,2011,May,5,Q2,21,27
8,2011-03-06,929222.16,No,82.05,3.699,218.6921051,6.297,2011,March,3,Q1,9,6
8,2011-10-06,897309.41,No,82.21,3.648,218.4508115,6.297,2011,October,10,Q4,40,6
8,2011-06-17,922048.41,No,84.73,3.637,218.4021448,6.297,2011,June,6,Q2,24,17
8,2011-06-24,864881.24,No,83.94,3.594,218.4979481,6.297,2011,June,6,Q2,25,24
8,2011-01-07,883683.35,No,87.26,3.524,218.5937514,6.425,2011,January,1,Q1,1,7
8,2011-08-07,861965.12,No,83.57,3.48,218.6895548,6.425,2011,August,8,Q3,31,7
8,2011-07-15,849925.37,No,84.26,3.575,218.7746217,6.425,2011,July,7,Q3,28,15
8,2011-07-22,829902.42,No,85.46,3.651,218.8328475,6.425,2011,July,7,Q3,29,22
8,2011-07-29,807082.19,No,86.46,3.682,218.8910733,6.425,2011,July,7,Q3,30,29
8,2011-05-08,892393.77,No,85.15,3.684,218.9492991,6.425,2011,May,5,Q2,18,8
8,2011-12-08,856796.1,No,86.05,3.638,219.0075249,6.425,2011,December,12,Q4,49,8
8,2011-08-19,895066.5,No,82.92,3.554,219.0701968,6.425,2011,August,8,Q3,33,19
8,2011-08-26,912542.82,No,84.69,3.523,219.1336097,6.425,2011,August,8,Q3,34,26
8,2011-02-09,891387.14,No,84.77,3.533,219.1970226,6.425,2011,February,2,Q1,6,9
8,2011-09-09,848358.09,Yes,69.01,3.546,219.2604355,6.425,2011,September,9,Q3,36,9
8,2011-09-16,870971.82,No,69.09,3.526,219.4442443,6.425,2011,September,9,Q3,37,16
8,2011-09-23,806444.29,No,68.72,3.467,219.788581,6.425,2011,September,9,Q3,38,23
8,2011-09-30,809049.37,No,72.2,3.355,220.1329176,6.425,2011,September,9,Q3,39,30
8,2011-07-10,929976.55,No,67.61,3.285,220.4772543,6.123,2011,July,7,Q3,27,10
8,2011-10-14,863188.26,No,61.74,3.274,220.7960935,6.123,2011,October,10,Q4,41,14
8,2011-10-21,905984.49,No,59.97,3.353,220.9619484,6.123,2011,October,10,Q4,42,21
8,2011-10-28,876712.31,No,56.86,3.372,221.1278032,6.123,2011,October,10,Q4,43,28
8,2011-04-11,947815.05,No,49.68,3.332,221.2936581,6.123,2011,April,4,Q2,15,11
8,2011-11-11,917088.48,No,50.56,3.297,221.4595129,6.123,2011,November,11,Q4,45,11
8,2011-11-18,897032.19,No,51.72,3.308,221.6911738,6.123,2011,November,11,Q4,46,18
8,2011-11-25,1235163.86,Yes,49.61,3.236,221.9491571,6.123,2011,November,11,Q4,47,25
8,2011-02-12,986601.46,No,40.82,3.172,222.2071405,6.123,2011,February,2,Q1,6,12
8,2011-09-12,1051922.95,No,30.51,3.158,222.4651238,6.123,2011,September,9,Q3,37,12
8,2011-12-16,1118163.94,No,39.79,3.159,222.6910959,6.123,2011,December,12,Q4,50,16
8,2011-12-23,1462254.05,No,38.16,3.112,222.8743862,6.123,2011,December,12,Q4,51,23
8,2011-12-30,858572.22,Yes,36.33,3.129,223.0576765,6.123,2011,December,12,Q4,52,30
8,2012-06-01,872113.23,No,43.47,3.157,223.2409668,5.825,2012,June,6,Q2,22,1
8,2012-01-13,817661.76,No,36.46,3.261,223.4242571,5.825,2012,January,1,Q1,2,13
8,2012-01-20,813954.82,No,46.81,3.268,223.5188055,5.825,2012,January,1,Q1,3,20
8,2012-01-27,778178.53,No,45.52,3.29,223.6133539,5.825,2012,January,1,Q1,4,27
8,2012-03-02,927610.69,No,45.56,3.36,223.7079023,5.825,2012,March,3,Q1,9,2
8,2012-10-02,1021400.42,Yes,35.71,3.409,223.8024507,5.825,2012,October,10,Q4,40,2
8,2012-02-17,1096232.89,No,37.51,3.51,223.9658621,5.825,2012,February,2,Q1,7,17
8,2012-02-24,928537.54,No,46.33,3.555,224.1809207,5.825,2012,February,2,Q1,8,24
8,2012-02-03,952264.91,No,50.95,3.63,224.3959793,5.825,2012,February,2,Q1,5,3
8,2012-09-03,960115.56,No,49.59,3.669,224.6110379,5.825,2012,September,9,Q3,36,3
8,2012-03-16,921178.39,No,56.63,3.734,224.7657327,5.825,2012,March,3,Q1,11,16
8,2012-03-23,874223.25,No,52.9,3.787,224.8399424,5.825,2012,March,3,Q1,12,23
8,2012-03-30,905935.29,No,66.69,3.845,224.9141521,5.825,2012,March,3,Q1,13,30
8,2012-06-04,1046816.59,No,62.18,3.891,224.9883618,5.679,2012,June,6,Q2,23,4
8,2012-04-13,909989.45,No,65.19,3.891,225.0625714,5.679,2012,April,4,Q2,15,13
8,2012-04-20,872288.46,No,63.59,3.877,225.1179914,5.679,2012,April,4,Q2,16,20
8,2012-04-27,879448.25,No,70.34,3.814,225.1734114,5.679,2012,April,4,Q2,17,27
8,2012-04-05,937232.09,No,73.96,3.749,225.2288314,5.679,2012,April,4,Q2,14,5
8,2012-11-05,920128.89,No,64.96,3.688,225.2842514,5.679,2012,November,11,Q4,45,5
8,2012-05-18,913922.01,No,64.16,3.63,225.3002908,5.679,2012,May,5,Q2,20,18
8,2012-05-25,895157.44,No,76.11,3.561,225.3005779,5.679,2012,May,5,Q2,21,25
8,2012-01-06,921161.2,No,78.31,3.501,225.300865,5.679,2012,January,1,Q1,1,6
8,2012-08-06,928820.0,No,74.28,3.452,225.3011521,5.679,2012,August,8,Q3,32,6
8,2012-06-15,916918.7,No,77.14,3.393,225.3134743,5.679,2012,June,6,Q2,24,15
8,2012-06-22,899449.65,No,78.85,3.346,225.3558843,5.679,2012,June,6,Q2,25,22
8,2012-06-29,878298.22,No,84.47,3.286,225.3982943,5.679,2012,June,6,Q2,26,29
8,2012-06-07,936205.5,No,81.24,3.227,225.4407043,5.401,2012,June,6,Q2,23,7
8,2012-07-13,890488.01,No,78.46,3.256,225.4831143,5.401,2012,July,7,Q3,28,13
8,2012-07-20,888834.07,No,79.94,3.311,225.4930078,5.401,2012,July,7,Q3,29,20
8,2012-07-27,838227.52,No,81.71,3.407,225.5029014,5.401,2012,July,7,Q3,30,27
8,2012-03-08,897076.73,No,85.06,3.417,225.5127949,5.401,2012,March,3,Q1,10,8
8,2012-10-08,930745.69,No,83.74,3.494,225.5226885,5.401,2012,October,10,Q4,41,8
8,2012-08-17,896613.19,No,81.21,3.571,225.6050797,5.401,2012,August,8,Q3,33,17
8,2012-08-24,936373.65,No,73.77,3.62,225.7418442,5.401,2012,August,8,Q3,34,24
8,2012-08-31,976137.73,No,75.33,3.638,225.8786088,5.401,2012,August,8,Q3,35,31
8,2012-07-09,932160.37,Yes,80.87,3.73,226.0153733,5.401,2012,July,7,Q3,28,9
8,2012-09-14,883569.38,No,67.21,3.717,226.1615981,5.401,2012,September,9,Q3,37,14
8,2012-09-21,857796.45,No,66.96,3.721,226.3645848,5.401,2012,September,9,Q3,38,21
8,2012-09-28,884724.41,No,71.1,3.666,226.5675714,5.401,2012,September,9,Q3,39,28
8,2012-05-10,976436.02,No,61.41,3.617,226.7705581,5.124,2012,May,5,Q2,19,10
8,2012-12-10,927511.99,No,55.03,3.601,226.9735448,5.124,2012,December,12,Q4,50,10
8,2012-10-19,900309.75,No,62.99,3.594,227.0184166,5.124,2012,October,10,Q4,42,19
8,2012-10-26,891671.44,No,64.74,3.506,227.0369359,5.124,2012,October,10,Q4,43,26
9,2010-05-02,549505.55,No,38.01,2.572,214.6554591,6.415,2010,May,5,Q2,17,2
9,2010-12-02,552677.48,Yes,37.08,2.548,214.8056534,6.415,2010,December,12,Q4,48,2
9,2010-02-19,511327.9,No,43.06,2.514,214.8506185,6.415,2010,February,2,Q1,7,19
